Topic,Count,Name,Representation,Representative_Docs
412,11,412_winding_3phi_fra_measured,"['winding', '3phi', 'fra', 'measured', 'inductance', '1phi', 'displacement', 'transformer', 'axial', 'uniform']","['estimate effect axial displacement equivalent circuit parameters transformer winding finite element method', 'estimate equivalent air core inductance uniform winding function length measured dpi magnitude experimental result', 'experimental result estimation effective inductance associated winding resonances 1-$\\phi$ 3-$\\phi$ transformers measured fra']"
413,11,413_recruitment_resume_humanized_applicant,"['recruitment', 'resume', 'humanized', 'applicant', 'job', 'attribute', 'profiling', 'candidate', 'modal', '117124']","['enhance campus recruitment readiness rag base system integrating query caching resume profiling', 'intelligent framework autonomous recruitment system multi modal attribute', 'journal ambient intelligence humanized computing- intelligent framework autonomous recruitment system multi modal attribute']"
414,11,414_hydrogenation_hydrotalcite_noble_anisole,"['hydrogenation', 'hydrotalcite', 'noble', 'anisole', 'molybdate', 'furfural', 'catalytic', 'catalysis', 'catalyst', 'nio']","['facile water free synthesis noble metal contain hydrotalcite derive material application hydrotreatment anisole', 'hydrogenation biomass derive furfural ru ni mg al hydrotalcite material', 'cobalt base hydrotalcite potential non noble metal base heterogeneous catalyst selective hydrogenation aromatic aldehydes']"
415,11,415_qos_wiros_vlan_firstever,"['qos', 'wiros', 'vlan', 'firstever', 'provision', 'p4', 'monitored', 'ros2', 'qoe', 'issue2s']","['soft qos aware traffic forwarding software define cyber physical systems', 'research challenge qos provision mac protocol cyber physical system international journal innovative technology exploring engineering ijitee issn 2278 3075 volume-9 issue-2s december 2019', 'performance analysis enhancement qos parameters real time applications manet comparative study']"
416,11,416_healthcare_intelligence_issn2169_3536,"['healthcare', 'intelligence', 'issn2169', '3536', '832', 'kid', '215822', 'medoid', 'artificial', 'revolutionizing']","['machine intelligence medical cyber physical system architecture smart healthcare taxonomy challenge opportunity possible solution', 'review artificial intelligence application healthcare', 'alleviate ai power mobile application personalized healthcare management doctor recommendation ieee access vol 13 pp 215822 832 issn:2169 3536']"
417,11,417_semigroup_enveloping_semigroups_soft,"['semigroup', 'enveloping', 'semigroups', 'soft', 'probability', 'monoid', 'extx', 'inequality', 'galois', 'leave']","['enveloping semigroup induced systems', 'soft point semigroup soft semigroup', 'soft semigroup soft point semigroup']"
418,11,418_hall_fractional_landau_states,"['hall', 'fractional', 'landau', 'states', 'quantum', 'graphene', 'trilayer', 'conductance', 'equilibration', 'abrikosov']","['determination topological edge quantum number fractional quantum hall phase thermal conductance measurement', 'denominator fractional quantum hall states zeroth landau level monolayer like band aba trilayer graphene', 'effect landau level mixing fractional quantum hall states trilayer graphene']"
419,11,419_gait_radhika_ambika_person,"['gait', 'radhika', 'ambika', 'person', 'authentication', 'kr', 'issn0976', '5166', '470x', '1330']","['robust base method human gait recognition', 'ambika k.r radhika view invariant gait authentication transfer learning april 27', 'ambika k. radhika k.r. 2022 speed invariant human gait authentication base cnn chen j.iz tavares j.m.r.s. iliyasu a.m. du kl ed second international conference image processing capsule networks icipcn 2021 lecture notes networks systems vol 300 springer cham']"
420,11,420_violence_violent_videos_yolov11s,"['violence', 'violent', 'videos', 'yolov11s', 'alertmind', 'menace', 'dtw', 'abuse', 'harmful', 'lstm']","['real time violence activity detection deep neural networks cctv camera', 'indoor violence detection lightweight transformer model', 'review violence detection explainable ai alert system cnn lstm']"
421,11,421_blast_loading_granular_structures,"['blast', 'loading', 'granular', 'structures', 'rise', 'mitigations', 'presplit', 'storeyed', 'g10', 'suture']","['comparative study response natural artificial granular media blast loading', 'response embedded structures granular material air blast wave loading', 'granular materials shock blast loading']"
422,11,422_authentication_defend_handoff_threats,"['authentication', 'defend', 'handoff', 'threats', 'faster', 'security', 'balanced', 'identity', 'usable', 'scheme']","['remote user authentication voice authentication system information security journal global perspective', 'balanced scheme faster authentication resilient security vertical handoff authors hemavathi akhila', 'balanced scheme faster authentication resilient security vertical handoff']"
423,11,423_ddr_skew_clock_products,"['ddr', 'skew', 'clock', 'products', 'ip', 'server', 'mesh', 'suhasini', 'subsampling', '084']","['skew reduction technique clock mesh analysis ddr ip structural design development server products international journal scientific engineering research ijser issn 2347 3878 volume issue september 2020 author sowmya sunkara harshitha ashwini suhasini madan', 'skew reduction technique clock mesh analysis ddr ip structural design development server products', 'skew reduction technique clock mesh analysis ddr ip structural design development server products']"
424,10,424_combinational_circuits_stack_ic,"['combinational', 'circuits', 'stack', 'ic', 'gcell', 'mihir', 'mmrr', 'nithya', 'sangli', 'spoorthi']","['minimizing leakage bending loss silicon integrated mmrr geometric optimization polygonal cut out', 'planar stack comparative analysis 2d 3d ic perspective architecture performance fabrication', 'planar stack comparative analysis 2d 3d ic perspective architecture performance fabrication analog integrated circuits signal processing 125 22 2025 author radha rc mihir sangli spoorthi sripad nithya']"
425,10,425_corrosion_hydrochloric_inhibitive_mild,"['corrosion', 'hydrochloric', 'inhibitive', 'mild', 'butanol', 'gasoline', 'steel', 'chloride', 'fumarate', 'galvanised']","['corrosion inhibitive action tenofovir disproxil fumarate tdf low carbon steel hcl', 'adsorption inhibitive property seroquel drug corrosion zinc 0.1 hydrochloric acid solution', 'corrosion inhibition study mild steel tetramethyl ammonium bromide hydrochloric acid medium']"
426,10,426_scheduling_burn_ovens_furnace,"['scheduling', 'burn', 'ovens', 'furnace', 'with', 'oven', 'lateness', 'fms', 'floriculture', 'earliness']","['state art review simple meta analysis deterministic scheduling diffusion furnace semiconductor manufacturing', 'mixed integer linear programming model scheduling burn ovens minimize total weighted earliness lateness', 'development dispatching rule base heuristic algorithms real time dynamic scheduling non identical parallel burn ovens machine eligibility restriction']"
427,10,427_multimedia_admission_segment_routing,"['multimedia', 'admission', 'segment', 'routing', 'netscaler', 'peerconnect', 'cpx', 'wanet', 'maodv', 'interactive']","['optimal routing base load balanced congestion control maodv wanet environment', 'admission control interactive multimedia applications network', 'admission control interactive multimedia network']"
428,10,428_reinforcement_driving_intersection_uncontrolled,"['reinforcement', 'driving', 'intersection', 'uncontrolled', 'gp3net', 'unsignalized', 'repositioning', 'distributional', 'inventive', 'policy']","['reinforcement learning autonomous driving scenarios indian roads 6th international conference inventive communication computational technologies', 'graph based prediction planning policy network gp3net scalable self driving dynamic environments deep reinforcement learning', 'deep reinforcement learning autonomous driving uncontrolled intersection indian road multimedia tools applications']"
429,10,429_city_smart_urban_cities,"['city', 'smart', 'urban', 'cities', 'hope', 'hype', 'infrastructures', 'infused', 'governance', 'interventions']","['iot enable integrate system green energy smart city', 'system integration framework smart city applications', 'explore implication iot integration urban infrastructure sustainable smart city']"
430,10,430_electrolyte_polymer_peobased_complexe,"['electrolyte', 'polymer', 'peobased', 'complexe', 'solid', 'polyethylene', 'pvb', 'electrochemical', '8995', 'e55390']","['structural electrical transport property pvb nh br complexe solid polymer electrolyte film electrochemical cell application', 'electrical transport optical property novel pvb nano3 complexe solid polymer electrolyte thin film solid state battery', 'enhanced structural electrical electrochemical performance polyethylene oxide peo)-based polymer electrolyte solid state k+ ion battery journal applied polymer science']"
431,10,431_interpretability_explainable_ai_interpretableai,"['interpretability', 'explainable', 'ai', 'interpretableai', 'take', 'sbm', 'covariate', 'questionable', 'rbm', 'scrutiny']","['equip sbm rbm interpretable approach analysis network covariate', 'explainable ai retrieval augmented generation base framework model interpretability', 'comparative analysis explainable ai technique enhanced model interpretability']"
432,10,432_microscopy_atomic_atom_force,"['microscopy', 'atomic', 'atom', 'force', 'tomography', 'microscope', 'probe', 'selfsharpene', 'deformations', 'scan']","['simple method fabrication self‐sharpene silicon tips atomic force microscopy applications', 'control interaction force constant height contact mode atomic force microscopy', 'correlative electron microscopy atom probe tomography experimental techniques applications']"
433,10,433_er_corrosion_magnesium_biocompatibility,"['er', 'corrosion', 'magnesium', 'biocompatibility', 'mg', 'steaming', 'resorbable', 'qe22a', 'mg8li2zn', 'mg8li2']","['zinc cerium synergistically enhance mechanical property corrosion resistance osteogenic activity magnesium resorbable biomaterial', 'microstructure evolution performance optimization mg zn er alloy effect rare earth er content mechanical corrosion biocompatibility properties', 'microstructure evolution performance optimization mg zn er alloy effect rare earth er content mechanical corrosion biocompatibility property']"
